profil,vitesse_ms,angle_deg,CL,CD,pression_PSI
NACA-0012,12,1,0.04425223,-0.0022237302,-0.013802583
NACA-0012,12,1.5,0.047754605,-0.0022515268,-0.014189839
NACA-0012,12,2,0.05125698,-0.0022793234,-0.014577094
NACA-0012,12,2.5,0.054759355,-0.00230712,-0.014964349
NACA-0012,12,3,0.05826173,-0.0023349167,-0.015351604
NACA-0012,12,3.5,0.061764105,-0.0023627133,-0.015738859
NACA-0012,12,4,0.06526648,-0.0023905099,-0.016126115
NACA-0012,12,4.5,0.068768855,-0.0024183065,-0.01651337
NACA-0012,12,5,0.07227123,-0.0024461032,-0.016900625
NACA-0012,12,5.5,0.073105129,-0.0036191208,-0.017346851
NACA-0012,12,6,0.073939028,-0.0047921385,-0.017793077
NACA-0012,12,6.5,0.074772927,-0.0059651562,-0.018239303
NACA-0012,12,7,0.075606825,-0.0071381738,-0.018685529
NACA-0012,12,7.5,0.076440724,-0.0083111915,-0.019131755
NACA-0012,12,8,0.077274623,-0.0094842091,-0.019577981
NACA-0012,12,8.5,0.078108522,-0.010657227,-0.020024207
NACA-0012,12,9,0.078942421,-0.011830244,-0.020470433
NACA-0012,12,9.5,0.079776319,-0.013003262,-0.020916659
NACA-0012,12,10,0.080610218,-0.01417628,-0.021362885
NACA-0012,12,10.5,,,-0.019306449
NACA-0012,12,11,,,-0.017250013
NACA-0012,12,11.5,,,
NACA-0012,12,12,,,
NACA-0012,12,12.5,,,
NACA-0012,12,13,,,
NACA-0012,12,13.5,,,
NACA-0012,12,14,,,
NACA-0012,12,14.5,,,
NACA-0012,12,15,0.077274623,-0.019513232,
NACA-0012,12,15.5,,,
NACA-0012,12,16,,,
NACA-0012,12,16.5,,,
NACA-0012,12,17,,,
NACA-0012,12,17.5,,,
NACA-0012,12,18,,,
NACA-0012,12,18.5,,,
NACA-0012,12,19,,,
NACA-0012,12,19.5,,,
NACA-0012,12,20,,,-0.018445975
NACA-0012,14.2,-5,-0.024614986,-0.0031761272,
NACA-0012,14.2,-4.5,-0.020136646,-0.0031729511,
NACA-0012,14.2,-4,-0.015658307,-0.0031697749,
NACA-0012,14.2,-3.5,-0.011179968,-0.0031665988,
NACA-0012,14.2,-3,-0.0067016284,-0.0031634227,
NACA-0012,14.2,-2.5,-0.002223289,-0.0031602465,
NACA-0012,14.2,-2,0.0022550503,-0.0031570704,
NACA-0012,14.2,-1.5,0.0067333896,-0.0031538943,
NACA-0012,14.2,-1,0.011211729,-0.0031507182,
NACA-0012,14.2,-0.5,0.015690068,-0.003147542,
NACA-0012,14.2,0,0.020168408,-0.0031443659,
NACA-0012,14.2,0.5,0.024646747,-0.0031411898,
NACA-0012,14.2,1,0.029125086,-0.0031380137,
NACA-0012,14.2,1.5,0.033603426,-0.0031348375,
NACA-0012,14.2,2,0.038081765,-0.0031316614,
NACA-0012,14.2,2.5,0.042560104,-0.0031284853,
NACA-0012,14.2,3,0.047038444,-0.0031253092,
NACA-0012,14.2,3.5,0.051516783,-0.003122133,
NACA-0012,14.2,4,0.055995122,-0.0031189569,
NACA-0012,14.2,4.5,0.060473462,-0.0031157808,
NACA-0012,14.2,5,0.064951801,-0.0031126046,
NACA-0012,14.2,5.5,0.06943014,-0.0031094285,
NACA-0012,14.2,6,0.07390848,-0.0031062524,
NACA-0012,14.2,6.5,0.078386819,-0.0031030763,
NACA-0012,14.2,7,0.082865158,-0.0030999001,
NACA-0012,14.2,7.5,0.087343498,-0.003096724,
NACA-0012,14.2,8,0.085854688,-0.0046649368,
NACA-0012,14.2,8.5,0.084365878,-0.0062331496,
NACA-0012,14.2,9,0.082877069,-0.0078013624,
NACA-0012,14.2,9.5,0.081388259,-0.0093695752,
NACA-0012,14.2,10,0.07989945,-0.010937788,
NACA-0012,14.2,10.5,0.07841064,-0.012506001,
NACA-0012,14.2,11,0.07692183,-0.014074214,
NACA-0012,14.2,11.5,0.075433021,-0.015642426,
NACA-0012,14.2,12,0.079006164,-0.016198249,
NACA-0012,14.2,12.5,0.082579307,-0.016754071,
NACA-0012,14.2,13,0.080991243,-0.017111385,
NACA-0012,14.2,13.5,0.07940318,-0.0174687,
NACA-0012,15,0,0.027752152,-0.0020636216,
NACA-0012,15,0.5,0.031808236,-0.0020920853,
NACA-0012,15,1,0.03586432,-0.0021205491,
NACA-0012,15,1.5,0.039920404,-0.0021490128,
NACA-0012,15,2,0.043976488,-0.0021774766,
NACA-0012,15,2.5,0.048032571,-0.0022059403,
NACA-0012,15,3,0.052088655,-0.0022344041,
NACA-0012,15,3.5,0.056144739,-0.0022628678,
NACA-0012,15,4,0.060200823,-0.0022913316,
NACA-0012,15,4.5,0.064256907,-0.0023197953,
NACA-0012,15,5,0.06831299,-0.002348259,
NACA-0012,15,5.5,0.069593859,-0.0036077798,
NACA-0012,15,6,0.070874728,-0.0048673006,
NACA-0012,15,6.5,0.072155596,-0.0061268213,
NACA-0012,15,7,0.073436465,-0.0073863421,
NACA-0012,15,7.5,0.074717333,-0.0086458629,
NACA-0012,15,8,0.075998202,-0.0099053836,
NACA-0012,15,8.5,0.07727907,-0.011164904,
NACA-0012,15,9,0.078559939,-0.012424425,
NACA-0012,15,9.5,0.079840808,-0.013683946,
NACA-0012,15,10,0.081121676,-0.014943467,
NACA-0012,15,10.5,0.080765879,-0.015466488,
NACA-0012,15,11,0.080410083,-0.015989509,
NACA-0012,15,11.5,0.080054286,-0.016512531,
NACA-0012,15,12,0.079698489,-0.017035552,
NACA-0012,15,12.5,0.079342692,-0.017558573,
NACA-0012,15,13,0.078986895,-0.018081595,
NACA-0012,15,13.5,0.078631098,-0.018604616,
NACA-0012,15,14,0.078275302,-0.019127637,
NACA-0012,15,14.5,0.077919505,-0.019650659,
NACA-0012,15,15,0.077563708,-0.02017368,
NACA-0012,17.3,5,0.065800242,-0.0023003336,
NACA-0012,17.3,5.5,0.066816668,-0.0035200454,
NACA-0012,17.3,6,0.067833095,-0.0047397572,
NACA-0012,17.3,6.5,0.068849521,-0.005959469,
NACA-0012,17.3,7,0.069865948,-0.0071791808,
NACA-0012,17.3,7.5,0.070882374,-0.0083988926,
NACA-0012,17.3,8,0.0718988,-0.0096186044,
NACA-0012,17.3,8.5,0.072915227,-0.010838316,
NACA-0012,17.3,9,0.073931653,-0.012058028,
NACA-0012,17.3,9.5,0.07494808,-0.01327774,
NACA-0012,17.3,10,0.075964506,-0.014497452,
NACA-0012,18,-5,-0.032120547,-0.0031132222,
NACA-0012,18,-4.5,-0.027534721,-0.0031072923,
NACA-0012,18,-4,-0.022948895,-0.0031013623,
NACA-0012,18,-3.5,-0.018363069,-0.0030954324,
NACA-0012,18,-3,-0.013777244,-0.0030895024,
NACA-0012,18,-2.5,-0.009191418,-0.0030835725,
NACA-0012,18,-2,-0.0046055922,-0.0030776425,
NACA-0012,18,-1.5,-1.976649e-05,-0.0030717126,
NACA-0012,18,-1,0.0045660593,-0.0030657826,
NACA-0012,18,-0.5,0.009151885,-0.0030598527,
NACA-0012,18,0,0.013737711,-0.0030539228,
NACA-0012,18,0.5,0.018323537,-0.0030479928,
NACA-0012,18,1,0.022909362,-0.0030420629,
NACA-0012,18,1.5,0.027495188,-0.0030361329,
NACA-0012,18,2,0.032081014,-0.003030203,
NACA-0012,18,2.5,0.03666684,-0.003024273,
NACA-0012,18,3,0.041252665,-0.0030183431,
NACA-0012,18,3.5,0.045838491,-0.0030124131,
NACA-0012,18,4,0.050424317,-0.0030064832,
NACA-0012,18,4.5,0.055010143,-0.0030005532,
NACA-0012,18,5,0.059595968,-0.0029946233,
NACA-0012,18,5.5,0.064181794,-0.0029886933,
NACA-0012,18,6,0.06876762,-0.0029827634,
NACA-0012,18,6.5,0.073353446,-0.0029768334,
NACA-0012,18,7,0.077939271,-0.0029709035,
NACA-0012,18,7.5,0.082525097,-0.0029649735,
NACA-0012,18,8,0.081722083,-0.0045339387,
NACA-0012,18,8.5,0.08091907,-0.0061029039,
NACA-0012,18,9,0.080116056,-0.007671869,
NACA-0012,18,9.5,0.079313042,-0.0092408342,
NACA-0012,18,10,0.078510029,-0.010809799,
NACA-0012,18,10.5,0.077707015,-0.012378765,
NACA-0012,18,11,0.076904001,-0.01394773,
NACA-0012,18,11.5,0.076100988,-0.015516695,
NACA-0012,18,12,0.072888933,-0.016183814,
NACA-0012,18,12.5,0.069676878,-0.016850933,
NACA-0012,18,13,0.073136014,-0.016999182,
NACA-0012,18,13.5,0.07659515,-0.01714743,
NACA-4412,0.6,-10,,,-0.0013921125
NACA-4412,0.6,-9.5,,,-0.0013905475
NACA-4412,0.6,-9,,,-0.0013889825
NACA-4412,0.6,-8.5,,,-0.0013874175
NACA-4412,0.6,-8,,,-0.0013858525
NACA-4412,0.6,-7.5,,,-0.0013842875
NACA-4412,0.6,-7,,,-0.0013827225
NACA-4412,0.6,-6.5,,,-0.0013811575
NACA-4412,0.6,-6,,,-0.0013795925
NACA-4412,0.6,-5.5,,,-0.0013780275
NACA-4412,0.6,-5,,,-0.0013764625
NACA-4412,0.6,-4.5,,,-0.0013782625
NACA-4412,0.6,-4,,,-0.0013800625
NACA-4412,0.6,-3.5,,,-0.0013818625
NACA-4412,0.6,-3,,,-0.0013836625
NACA-4412,0.6,-2.5,,,-0.0013854625
NACA-4412,0.6,-2,,,-0.0013872625
NACA-4412,0.6,-1.5,,,-0.0013890625
NACA-4412,0.6,-1,,,-0.0013908625
NACA-4412,0.6,-0.5,,,-0.0013926625
NACA-4412,0.6,0,,,-0.0013944625
NACA-4412,0.6,0.5,,,-0.0013893979
NACA-4412,0.6,1,,,-0.0013843333
NACA-4412,0.6,1.5,,,-0.0013792687
NACA-4412,0.6,2,,,-0.0013742042
NACA-4412,0.6,2.5,,,-0.0013691396
NACA-4412,0.6,3,,,-0.001364075
NACA-4412,0.6,3.5,,,-0.0013562021
NACA-4412,0.6,4,,,-0.0013483292
NACA-4412,0.6,4.5,,,-0.0013404562
NACA-4412,0.6,5,,,-0.0013325833
NACA-4412,0.6,5.5,,,-0.0013247104
NACA-4412,0.6,6,,,-0.0013168375
NACA-4412,0.6,6.5,,,-0.0013276292
NACA-4412,0.6,7,,,-0.0013384208
NACA-4412,0.6,7.5,,,-0.0013492125
NACA-4412,0.6,8,,,-0.0013600042
NACA-4412,0.6,8.5,,,-0.0013707958
NACA-4412,0.6,9,,,-0.0013815875
NACA-4412,0.6,9.5,,,-0.0013791059
NACA-4412,0.6,10,,,-0.0013766243
NACA-4412,0.6,10.5,,,-0.0013741427
NACA-4412,0.6,11,,,-0.0013716611
NACA-4412,0.6,11.5,,,-0.0013691795
NACA-4412,0.6,12,,,-0.0013666979
NACA-4412,0.6,12.5,,,-0.001369842
NACA-4412,0.6,13,,,-0.0013729861
NACA-4412,0.6,13.5,,,-0.0013761302
NACA-4412,0.6,14,,,-0.0013792743
NACA-4412,0.6,14.5,,,-0.0013824184
NACA-4412,0.6,15,,,-0.0013855625
NACA-4412,0.6,15.5,,,-0.00138712
NACA-4412,0.6,16,,,-0.0013886775
NACA-4412,0.6,16.5,,,-0.001390235
NACA-4412,0.6,17,,,-0.0013917925
NACA-4412,0.6,17.5,,,-0.00139335
NACA-4412,0.6,18,,,-0.0013949075
NACA-4412,0.6,18.5,,,-0.001396465
NACA-4412,0.6,19,,,-0.0013980225
NACA-4412,0.6,19.5,,,-0.00139958
NACA-4412,0.6,20,,,-0.0014011375
NACA-4412,2.1,-15,,,-0.0017366625
NACA-4412,2.1,-14.5,,,-0.0017454748
NACA-4412,2.1,-14,,,-0.0017542871
NACA-4412,2.1,-13.5,,,-0.0017630995
NACA-4412,2.1,-13,,,-0.0017719118
NACA-4412,2.1,-12.5,,,-0.0017807241
NACA-4412,2.1,-12,,,-0.0017895364
NACA-4412,2.1,-11.5,,,-0.0017983487
NACA-4412,2.1,-11,,,-0.0018071611
NACA-4412,2.1,-10.5,,,-0.0018159734
NACA-4412,2.1,-10,,,-0.0018247857
NACA-4412,2.1,-9.5,,,-0.0018221246
NACA-4412,2.1,-9,,,-0.0018194636
NACA-4412,2.1,-8.5,,,-0.0018168025
NACA-4412,2.1,-8,,,-0.0018141414
NACA-4412,2.1,-7.5,,,-0.0018114804
NACA-4412,2.1,-7,,,-0.0018088193
NACA-4412,2.1,-6.5,,,-0.0018061582
NACA-4412,2.1,-6,,,-0.0018034971
NACA-4412,2.1,-5.5,,,-0.0018008361
NACA-4412,2.1,-5,,,-0.001798175
NACA-4412,2.1,-4.5,,,-0.001795471
NACA-4412,2.1,-4,,,-0.0017927671
NACA-4412,2.1,-3.5,,,-0.0017900631
NACA-4412,2.1,-3,,,-0.0017873592
NACA-4412,2.1,-2.5,,,-0.0017846552
NACA-4412,2.1,-2,,,-0.0017819513
NACA-4412,2.1,-1.5,,,-0.0017792473
NACA-4412,2.1,-1,,,-0.0017765433
NACA-4412,2.1,-0.5,,,-0.0017738394
NACA-4412,2.1,0,,,-0.0017711354
NACA-4412,2.1,0.5,,,-0.0017738233
NACA-4412,2.1,1,,,-0.0017765111
NACA-4412,2.1,1.5,,,-0.001779199
NACA-4412,2.1,2,,,-0.0017818868
NACA-4412,2.1,2.5,,,-0.0017845747
NACA-4412,2.1,3,,,-0.0017872625
NACA-4412,2.1,3.5,,,-0.0017845747
NACA-4412,2.1,4,,,-0.0017818868
NACA-4412,2.1,4.5,,,-0.001779199
NACA-4412,2.1,5,,,-0.0017765111
NACA-4412,2.1,5.5,,,-0.0017738233
NACA-4412,2.1,6,,,-0.0017711354
NACA-4412,2.1,6.5,,,-0.0017770885
NACA-4412,2.1,7,,,-0.0017830417
NACA-4412,2.1,7.5,,,-0.0017889948
NACA-4412,2.1,8,,,-0.0017949479
NACA-4412,2.1,8.5,,,-0.001800901
NACA-4412,2.1,9,,,-0.0018068542
NACA-4412,2.1,9.5,,,-0.0018087726
NACA-4412,2.1,10,,,-0.001810691
NACA-4412,2.1,10.5,,,-0.0018126094
NACA-4412,2.1,11,,,-0.0018145278
NACA-4412,2.1,11.5,,,-0.0018164462
NACA-4412,2.1,12,,,-0.0018183646
NACA-4412,2.1,12.5,,,-0.0018103205
NACA-4412,2.1,13,,,-0.0018022764
NACA-4412,2.1,13.5,,,-0.0017942323
NACA-4412,2.1,14,,,-0.0017861882
NACA-4412,2.1,14.5,,,-0.0017781441
NACA-4412,2.1,15,,,-0.0017701
NACA-4412,2.1,15.5,,,-0.0017675713
NACA-4412,2.1,16,,,-0.0017650425
NACA-4412,2.1,16.5,,,-0.0017625138
NACA-4412,2.1,17,,,-0.001759985
NACA-4412,2.1,17.5,,,-0.0017574563
NACA-4412,2.1,18,,,-0.0017549275
NACA-4412,2.1,18.5,,,-0.0017523988
NACA-4412,2.1,19,,,-0.00174987
NACA-4412,2.1,19.5,,,-0.0017473413
NACA-4412,2.1,20,,,-0.0017448125
NACA-4412,2.9,6,-0.0951894,-0.001903788,
NACA-4412,2.9,6.5,-0.01269192,-0.001903788,
NACA-4412,2.9,7,0.06980556,-0.001903788,
NACA-4412,2.9,7.5,0.15230304,-0.001903788,
NACA-4412,2.9,8,0.1110543,-0.002855682,
NACA-4412,2.9,8.5,0.06980556,-0.003807576,
NACA-4412,2.9,9,0.02855682,-0.00475947,
NACA-4412,2.9,9.5,-0.01269192,-0.005711364,
NACA-4412,2.9,10,-0.05394066,-0.006663258,
NACA-4412,2.9,10.5,-0.0951894,-0.007615152,
NACA-4412,2.9,11,-0.00951894,-0.007615152,
NACA-4412,2.9,11.5,0.07615152,-0.007615152,
NACA-4412,2.9,12,0.16182198,-0.007615152,
NACA-4412,2.9,12.5,0.24749244,-0.007615152,
NACA-4412,2.9,13,0.21417615,-0.007615152,
NACA-4412,2.9,13.5,0.18085986,-0.007615152,
NACA-4412,2.9,14,0.14754357,-0.007615152,
NACA-4412,2.9,14.5,0.11422728,-0.007615152,
NACA-4412,2.9,15,0.1427841,-0.008884344,
NACA-4412,2.9,15.5,0.17134092,-0.010153536,
NACA-4412,2.9,16,0.19989774,-0.011422728,
NACA-4412,2.9,16.5,0.22845456,-0.01269192,
NACA-4412,2.9,17,0.25701138,-0.013961112,
NACA-4412,2.9,17.5,0.2855682,-0.015230304,
NACA-4412,3.6,-15,,,-0.0026306125
NACA-4412,3.6,-14.5,,,-0.0026329612
NACA-4412,3.6,-14,,,-0.00263531
NACA-4412,3.6,-13.5,,,-0.0026376587
NACA-4412,3.6,-13,,,-0.0026400075
NACA-4412,3.6,-12.5,,,-0.0026423563
NACA-4412,3.6,-12,,,-0.002644705
NACA-4412,3.6,-11.5,,,-0.0026470537
NACA-4412,3.6,-11,,,-0.0026494025
NACA-4412,3.6,-10.5,,,-0.0026517512
NACA-4412,3.6,-10,,,-0.0026541
NACA-4412,3.6,-9.5,,,-0.0026532062
NACA-4412,3.6,-9,,,-0.0026523125
NACA-4412,3.6,-8.5,,,-0.0026514188
NACA-4412,3.6,-8,,,-0.002650525
NACA-4412,3.6,-7.5,,,-0.0026496313
NACA-4412,3.6,-7,,,-0.0026487375
NACA-4412,3.6,-6.5,,,-0.0026478438
NACA-4412,3.6,-6,,,-0.00264695
NACA-4412,3.6,-5.5,,,-0.0026460563
NACA-4412,3.6,-5,,,-0.0026451625
NACA-4412,3.6,-4.5,,,-0.0026377513
NACA-4412,3.6,-4,,,-0.00263034
NACA-4412,3.6,-3.5,,,-0.0026229288
NACA-4412,3.6,-3,,,-0.0026155175
NACA-4412,3.6,-2.5,,,-0.0026081063
NACA-4412,3.6,-2,,,-0.002600695
NACA-4412,3.6,-1.5,,,-0.0025932838
NACA-4412,3.6,-1,,,-0.0025858725
NACA-4412,3.6,-0.5,,,-0.0025784613
NACA-4412,3.6,0,,,-0.00257105
NACA-4412,3.6,0.5,,,-0.0025794375
NACA-4412,3.6,1,,,-0.002587825
NACA-4412,3.6,1.5,,,-0.0025962125
NACA-4412,3.6,2,,,-0.0026046
NACA-4412,3.6,2.5,,,-0.0026129875
NACA-4412,3.6,3,,,-0.002621375
NACA-4412,3.6,3.5,,,-0.0026306424
NACA-4412,3.6,4,,,-0.0026399097
NACA-4412,3.6,4.5,,,-0.0026491771
NACA-4412,3.6,5,,,-0.0026584444
NACA-4412,3.6,5.5,,,-0.0026677118
NACA-4412,3.6,6,,,-0.0026769792
NACA-4412,3.6,6.5,,,-0.0026672285
NACA-4412,3.6,7,,,-0.0026574778
NACA-4412,3.6,7.5,,,-0.0026477271
NACA-4412,3.6,8,,,-0.0026379764
NACA-4412,3.6,8.5,,,-0.0026282257
NACA-4412,3.6,9,,,-0.002618475
NACA-4412,3.6,9.5,,,-0.0026489875
NACA-4412,3.6,10,,,-0.0026795
NACA-4412,3.6,10.5,,,-0.0027100125
NACA-4412,3.6,11,,,-0.002740525
NACA-4412,3.6,11.5,,,-0.0027710375
NACA-4412,3.6,12,,,-0.00280155
NACA-4412,3.6,12.5,,,-0.0027754812
NACA-4412,3.6,13,,,-0.0027494125
NACA-4412,3.6,13.5,,,-0.0027233438
NACA-4412,3.6,14,,,-0.002697275
NACA-4412,3.6,14.5,,,-0.0026712062
NACA-4412,3.6,15,,,-0.0026451375
NACA-4412,3.6,15.5,,,-0.0026460188
NACA-4412,3.6,16,,,-0.0026469
NACA-4412,3.6,16.5,,,-0.0026477812
NACA-4412,3.6,17,,,-0.0026486625
NACA-4412,3.6,17.5,,,-0.0026495437
NACA-4412,3.6,18,,,-0.002650425
NACA-4412,3.6,18.5,,,-0.0026513062
NACA-4412,3.6,19,,,-0.0026521875
NACA-4412,3.6,19.5,,,-0.0026530687
NACA-4412,3.6,20,,,-0.00265395
NACA-4412,5.2,-15,,,-0.0039701771
NACA-4412,5.2,-14.5,,,-0.0039532631
NACA-4412,5.2,-14,,,-0.0039363492
NACA-4412,5.2,-13.5,,,-0.0039194352
NACA-4412,5.2,-13,,,-0.0039025212
NACA-4412,5.2,-12.5,,,-0.0038856073
NACA-4412,5.2,-12,,,-0.0038686933
NACA-4412,5.2,-11.5,,,-0.0038517794
NACA-4412,5.2,-11,,,-0.0038348654
NACA-4412,5.2,-10.5,,,-0.0038179515
NACA-4412,5.2,-10,,,-0.0038010375
NACA-4412,5.2,-9.5,,,-0.0038065629
NACA-4412,5.2,-9,,,-0.0038120883
NACA-4412,5.2,-8.5,,,-0.0038176137
NACA-4412,5.2,-8,,,-0.0038231392
NACA-4412,5.2,-7.5,,,-0.0038286646
NACA-4412,5.2,-7,,,-0.00383419
NACA-4412,5.2,-6.5,,,-0.0038397154
NACA-4412,5.2,-6,,,-0.0038452408
NACA-4412,5.2,-5.5,,,-0.0038507662
NACA-4412,5.2,-5,,,-0.0038562917
NACA-4412,5.2,-4.5,,,-0.0038555112
NACA-4412,5.2,-4,,,-0.0038547308
NACA-4412,5.2,-3.5,,,-0.0038539504
NACA-4412,5.2,-3,,,-0.00385317
NACA-4412,5.2,-2.5,,,-0.0038523896
NACA-4412,5.2,-2,,,-0.0038516092
NACA-4412,5.2,-1.5,,,-0.0038508287
NACA-4412,5.2,-1,,,-0.0038500483
NACA-4412,5.2,-0.5,,,-0.0038492679
NACA-4412,5.2,0,,,-0.0038484875
NACA-4412,5.2,0.5,,,-0.0038369063
NACA-4412,5.2,1,,,-0.003825325
NACA-4412,5.2,1.5,,,-0.0038137438
NACA-4412,5.2,2,,,-0.0038021625
NACA-4412,5.2,2.5,,,-0.0037905812
NACA-4412,5.2,3,,,-0.003779
NACA-4412,5.2,3.5,,,-0.0037961833
NACA-4412,5.2,4,,,-0.0038133667
NACA-4412,5.2,4.5,,,-0.00383055
NACA-4412,5.2,5,,,-0.0038477333
NACA-4412,5.2,5.5,,,-0.0038649167
NACA-4412,5.2,6,,,-0.0038821
NACA-4412,5.2,6.5,,,-0.0039124688
NACA-4412,5.2,7,,,-0.0039428375
NACA-4412,5.2,7.5,,,-0.0039732062
NACA-4412,5.2,8,,,-0.004003575
NACA-4412,5.2,8.5,,,-0.0040339438
NACA-4412,5.2,9,,,-0.0040643125
NACA-4412,5.2,9.5,,,-0.0041189965
NACA-4412,5.2,10,,,-0.0041736806
NACA-4412,5.2,10.5,,,-0.0042283646
NACA-4412,5.2,11,,,-0.0042830486
NACA-4412,5.2,11.5,,,-0.0043377326
NACA-4412,5.2,12,,,-0.0043924167
NACA-4412,5.2,12.5,,,-0.0043074931
NACA-4412,5.2,13,,,-0.0042225694
NACA-4412,5.2,13.5,,,-0.0041376458
NACA-4412,5.2,14,,,-0.0040527222
NACA-4412,5.2,14.5,,,-0.0039677986
NACA-4412,5.2,15,,,-0.003882875
NACA-4412,5.2,15.5,,,-0.0038689613
NACA-4412,5.2,16,,,-0.0038550475
NACA-4412,5.2,16.5,,,-0.0038411338
NACA-4412,5.2,17,,,-0.00382722
NACA-4412,5.2,17.5,,,-0.0038133063
NACA-4412,5.2,18,,,-0.0037993925
NACA-4412,5.2,18.5,,,-0.0037854788
NACA-4412,5.2,19,,,-0.003771565
NACA-4412,5.2,19.5,,,-0.0037576513
NACA-4412,5.2,20,,,-0.0037437375
NACA-4412,5.9,0,0,-0.0027596996,
NACA-4412,5.9,0.5,0.014718398,-0.0030356696,
NACA-4412,5.9,1,0.029436796,-0.0033116395,
NACA-4412,5.9,1.5,0.044155193,-0.0035876095,
NACA-4412,5.9,2,0.058873591,-0.0038635794,
NACA-4412,5.9,2.5,0.073591989,-0.0041395494,
NACA-4412,5.9,3,0.066364205,-0.0046652065,
NACA-4412,5.9,3.5,0.05913642,-0.0051908635,
NACA-4412,5.9,4,0.051908635,-0.0057165206,
NACA-4412,5.9,4.5,0.044680851,-0.0062421777,
